,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Targeted Sector,,,,,,,,,,,Investment Capital,,,,,,,,,,Investment Round,,,,,,,
,Aereve Company Limited,"Aereve, ranked top RegTech Company globally, enhances AML/KYC compliance using patented multilingual technology, reducing false positives for BFSI.",Andre Leung,CEO & Co-Founder,China (Hong Kong),"Project description: Aereve has been recognized as #1 leading RegTech New Company globally by StartUs Insights. The company specializes in enhancing anti-money laundering (AML) and know-your-customer (KYC) compliance through its innovative patented technology that handles multilingual data. This unique capability allows Aereve to effectively manage non-Latin languages, which is essential in today’s globalized financial landscape. Integrated within a sophisticated analytics platform, Aereve’s solutions cater to financial institutions, virtual asset service providers, and enterprises. By leveraging both on-chain and off-chain analytics, Aereve provides a comprehensive suite of RegTech, SupTech, and Environmental, Social, and Governance (ESG) solutions. One of the key advantages of Aereve’s technology is its ability to significantly reduce false positives during name and transaction screening processes. This not only streamlines compliance efforts but also enhances operational efficiency for organizations. Aereve’s commitment to innovation and excellence positions it as a crucial partner for businesses seeking to navigate the complexities of regulatory requirements in an increasingly digital and interconnected world. Through its advanced solutions, Aereve aims to empower organizations to maintain compliance while minimizing the risks and costs associated with regulatory failures. 專案說明： Aereve 被 StartUs Insights 評選為全球第一大領先的 RegTech 新公司。該公司專精於透過其可處理多語言資料的創新專利技術，強化反洗錢 (AML) 和瞭解您的客戶 (KYC) 的合規性。這項獨特的功能讓 Aereve 可以有效管理非拉丁語系的資料，這在今日全球化的金融環境中是非常重要的。
Aereve 的解決方案整合於精密的分析平台，可滿足金融機構、虛擬資產服務供應商和企業的需求。透過利用鏈上和鏈下分析，Aereve 提供了一套全面的 RegTech、SupTech 以及環境、社會與治理 (ESG) 解決方案。
Aereve 技術的主要優勢之一是能夠大幅降低姓名和交易篩選過程中的誤判。這不僅簡化了合規工作，還提高了企業的運營效率。Aereve 致力於創新和卓越，是企業在日益數位化和互聯化的世界中應對複雜的監管要求的重要合作夥伴。通過先進的解決方案，Aereve 旨在使企業在保持合規性的同時，最大限度地降低與監管失敗相關的風險和成本。",Financial Technology,Y,,,,,,,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,Seed & Pre-Series A,Y,,,,,Minority Stake,"Bridge Loan,Common Shares",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIzMg==
,Afro Digital Communications U Ltd,Afro Digital Communications U Ltd.,Richard Mukasa,Managing Partner,,"Afro Digital Communications (U) Limited is a private communications company owning and operating a network of Out of Home Digital Billboards that handles daily public and corporate mass-communications and advertisements in multiple Sub-Saharan African cities. Our phase 1 regional communications inventory will be comprised of 25 premium advertising sites of the planned 240 strategically located Digital Billboards in sought-after locations across key regional cities and towns.
Afro Digital Billboards network will provide the perfect balance of targeted sites and extensive exposure to meet all indoor and outdoor mass public awareness Campaigns and marketing needs for our domestic, regional and international Clients. With our local terrain knowledge and regional industry expertise, Afro Digital seeks for an international strategic partner, to work with us in the expansion of our footprint across the ever growing 1.35 billion people African emerging market. Afro Digital Billboards 网络将提供有针对性的站点和广泛曝光的完美平衡，以满足我们国内、区域和国际客户的所有室内和室外大众宣传活动和营销需求。凭借我们对当地地形的了解和区域行业专业知识，Afro Digital 寻求国际战略合作伙伴，扩大我们在不断增长的 13.5 亿人口非洲新兴市场的业务版图。 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIzMQ==
,AIA International Limited,welcome to know about wealth management,KEER HU,Senior wealth management manager,China (Hong Kong),"AIA (AIA Group Limited) in Hong Kong AIA in Hong Kong is a leading life insurance and financial services organization. AIA offers a wide range of insurance products such as life insurance, critical illness insurance, and retirement plans. These products provide financial protection for individuals and their families. For example, life insurance can ensure that in the event of the policyholder's death, the beneficiaries receive a sum of money to maintain their living standards and cover financial obligations like mortgages and educational expenses. In terms of wealth management, it plays a crucial role. Wealth Management Importance • Long - term Financial Security: Wealth management helps Hong Kong residents plan for their long - term financial goals. With the high cost of living and an aging population, it's essential to have a proper strategy to ensure a stable financial future. For instance, through investment - linked insurance plans, people can accumulate wealth over time to support their retirement life. • Asset Diversification: In a volatile global economic environment, AIA's wealth management services assist clients in diversifying their assets. Hong Kong is an international financial center, and investors have access to a variety of investment vehicles such as stocks, bonds, and funds. By spreading investments across different asset classes, the risk of significant losses due to the poor performance of a single investment can be reduced. • Tax - efficient Planning: Wealth management also takes into account tax - efficient strategies. Hong Kong has its own tax regime, and through proper planning, clients can optimize their tax liabilities. For example, some insurance - based wealth management products offer tax - deferred benefits, allowing clients to grow their wealth more effectively. • Inheritance and Estate Planning: For families in Hong Kong, wealth management is vital for inheritance and estate planning. AIA can provide solutions to ensure a smooth transfer of assets to the next generation. This may include setting up trust - based insurance plans to protect family wealth and distribute it according to the client's wishes.",Financial Technology,Y,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIzMA==
,AIFT Ltd,World leading Custodial Wallet Insurance in Web3,Nigel Yip,Deputy CFO,United Arab Emirates,"1st in Asia and Middle East offering insurance products for digital assets, with coverage close to US$ 1 bn First mover in specifically tailored security and insurance for the Web3 market. Core products include custodial wallet / crime insurance, PI insurance, D&O insurance and cyber insurance 80% market share of virtual asset trading platform license holders and applicants in Hong Kong, and a leading market share in the Middle East Deep risk management expertise with proprietary database and experience from 300+ digital asset insurance underwriting reviews","Deep Technology,Financial Technology",Y,Y,,,,,,,,,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,Series C and beyond,,,,Y,,Minority Stake,Preferred Shares,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTY0Ng==
,AIFT Ltd,GenAI LLM Penetration Testing,Nigel Yip,Deputy CFO,United Arab Emirates,"1st in Asia and Middle East offering automated red teaming solution; recognized by the 2025 OWASP Top 10 for Large Language Model Applications & Generative AI Security Landscape globally New AI security solutions, assess and prevent the risk arising from integrating GenAI into business processes and applications. Safeguarding clients from potential issues and vulnerabilities with GenAI such as compliance failures, security breaches, and inappropriate outputs etc Offering a cost-effective AI assessment solutions backed by a continuously updated library of 50+ AI-specific risks and 30+ attack techniques that can generate 1,500+ targeted test cases for each localized GenAI scenario","Deep Technology,Financial Technology",Y,Y,,,,,,,,,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,Series C and beyond,,,,Y,,"Licensing,Minority Stake",Preferred Shares,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTY0Nw==
,AIFT Ltd,AIFT Ltd,Nigel Yip,Deputy CFO,,"AIFT is a group of innovative businesses with a shared vision to become the security layer of the future, providing cybersecurity and insurance protection for digital mega trends including AI, Web3 and future lifestyles.​
​
AIFT strategically identifies under-served markets within these mega trends where it can quickly make an impact and lead innovation.​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIyMA==
,Airdefender International Company Limited,Climate Change Mitigation by decomposing Greenhouse Gas and VOC of open space by coating on surfaces,Albert Wong,CEO,China (Hong Kong),"Atmospheric pollution is a new problem faced by mankind in just one hundred years after industrialization. It is also one of the most serious basic survival problems. Among them, greenhouse gas (GHGs) emission reduction has been a key issue related to the survival of human beings. The climate anomaly caused by global warming has seriously threatened the survival of human beings. On top of that, the nitrogen oxide (NOx) pollution brought by human activities not only form acid rain in the air to corrode our cities, but also form smog in the air to corrode our lungs and body. In addition to improving the efficiency of industrial emissions to reduce industrial emissions and increase forest area, this project hope to bring some unique and valuable solutions to these world problems with our innovative air purification technology on surfaces. 大气污染是人类在工业化后一百年内面临的新问题。这也是最严重的基本生存问题之一。其中，温室气体 （GHG） 减排一直是与人类生死存亡相关的一个关键问题。全球变暖造成的气候异常严重威胁着人类的生存。最重要的是，人类活动带来的氮氧化物（NOx）污染不仅在空气中形成酸雨腐蚀着我们的城市，而且在空气中形成烟雾腐蚀着我们的肺和身体。除了提高工业排放的效率以减少工业排放量和增加森林面积外，该项目还希望通过我们创新的空气净化技术为这些世界问题带来一些独特而有价值的解决方案。 ","Deep Technology,Environment, Energy and Clean Technology",,Y,Y,,,,,,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,Seed & Pre-Series A,Y,,,,,"Carve-out,JV / Partnership",Common Shares,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIxOA==
,Airdefender International Company Limited,Dirt mitigation technology to remedy the pain point of property and facility management by lowering over 50% cost,Albert Wong,CEO,China (Hong Kong),"Our project is to redefine the norms of cleaning and surface protection through innovative and environmentally friendly solutions with below principals: We stand as trailblazers in the realm of innovative sustainable technology to redefine the definition of sustainable cleaning and surface protection. Our patented technology embodies our commitment to organic, environmentally friendly solutions, harnessing the inherent power of nature to forge a greener, more sustainable future. We aspire to be catalysts in this change, championing a world free from chemicals, waste, and environmental harm. Our mission is to revolutionize traditional cleaning and surface protection practices, heralding an era where sustainability, organic practices, and cleanliness intertwine seamlessly. Our innovation isn’t just a concept; it’s our driving force. We are dedicated to sculpting a future where the power of nature meets technology, where each surface we protect contributes to a chemical-free, waste-free, and sustainable tomorrow. Join us in shaping this vision as we embark on a journey towards a world that embraces organic, sustainable, and clean solutions.","Deep Technology,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,Y,Y,,,,,Y,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,Seed & Pre-Series A,Y,,,,,"Minority Stake,JV / Partnership","Common Shares,Preferred Shares",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIxNA==
,Airdefender International Company Limited,Airdefender International Company Limited,Albert Wong,CEO,,"Airdefender is an innovative research & development, production and brand distribution company specialized in transforming his patented innovated surface technology into products/services that provide greener, safer, and healthier solutions for both community and the planet. Airdefender mission is to create revolutionary solutions that utilize natural phenomena to achieve a cleaner and healthier world. Airdefender dedicated to engineering products and services that employ advanced surface technology, with a particular focus on antimicrobial protection and advanced self-cleaning methods as well as Climate Change remediation. Airdefender是一家创新研发、生产和品牌分销公司，专门将其专利的创新表面技术转化为产品/服务，为社区和地球提供更环保、更安全、更健康的方案。Airdefender的使命是创造革命性的方案，利用自然现象实现一个更清洁、更健康的世界。Airdefender致力于研发运用先进表面技术的产品和服务，特别关注抗菌保护和先进的自洁方法，以及应对气候变化。 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIxMw==
,Akedi and Olalo Advocates,IP Service Provider.,Samuel Olalo,Partner,Kenya,"Having extensive experience in various areas of law inclusive of civil litigation, criminal law litigation, property law and transactions, family law, land and environment, banking and finance law, public finance, commercial law and litigation, insurance law and recoveries and alternative dispute resolution, amongst others, Akedi and Olalo advocates aims at becoming a one stop solution for specialized legal services in East Africa region. Our team understands and appreciates the complexity of the legal system, transactions and the needs of clients and work towards helping clients achieve their goals by combining a high standard of practical experience and knowledge, while appreciating the need to deliver in a timely manner without compromising on quality.","Deep Technology,Financial Technology,Healthcare Technology,Manufacturing Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",Y,Y,Y,Y,,Y,Y,Y,,,"5,000,001 to 7,500,000 USD",,,,,Y,,,,,"Series B,Series A",,Y,Y,,,JV / Partnership,"Preferred Shares,Equity-linked Securities",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIxMg==
,AlgoOne,AlgoOne Crypto Quantitative CTA with a YTD return of +60% and a Sharpe greater than 3 in 2024.  |  AlgoOne Crypto Quantitative CTA 在 2024 年的年度回报率为 +60%，夏普比率大于3。,Jason NG,Director,China (Hong Kong),"AlgoOne specializes in Crypto quantitative trading. We run a quantitative CTA strategy with a YTD return of +60% and a Sharpe greater than 3 in 2024. We trade BTC & ETH perpetual futures via Managed Sub Account on Binance, Bybit and OKX. We take 0% management fee and 35% performance fee. AlgoOne 专注于加密货币量化交易。我们的量化 CTA 策略在 2024 年的年回報率为 +60%，夏普比率大于 3。 我们通过在 Binance、Bybit 和 OKX 上的子账户交易 BTC 和 ETH 永久期货。 我们收取 0% 的管理费和 35% 的绩效费。 ",Financial Technology,Y,,,,,,,,,,"500,000 USD or below",Y,,,,,,,,,Seed & Pre-Series A,Y,,,,,"Licensing,Minority Stake,JV / Partnership,Mezzanine/ Debt financing","Common Shares,Preferred Shares,Equity-linked Securities",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIxMQ==
,AlgoOne,FOFTerminal - The AI Albourne in Crypto  |  FOFTerminal - 加密货币中的AI Albourne,Jason NG,Director,China (Hong Kong),"FOFTerminal is the AI Albourne of Crypto, we provide real-time performance and strategy data on a variety of funds or traders. Allocators such as family offices & fund of funds etc can see the real-time performance of Crypto fund managers before they invest. We make Crypto fund managers transparent. Our AI agent can assist allocators to select, construct, review and adjust portfolio. Our solutions include portfolio construction (strategy & manager mix), risk analysis (measure, monitor and manage), monitoring (alerts), due diligence (investment strategy, operation, fund & portfolio modelling), fee negotiation and reporting. FOFTerminal 是加密货币领域的 AI Albourne，我们提供各种基金或交易商的实时业绩和策略数据。家族办公室和基金资产等分配者可以在投资前看到加密货币基金经理的实时表现。我们让加密货币基金经理的操作透明化。我们的人工智能代理可以帮助分配者选择、构建、审查和调整投资组合。 我们的解决方案包括投资组合构建（组合策略和基金经理）、风险分析（衡量、监控和管理）、监控（警示）、尽职调查（投资策略、运营、基金和投资组合建模）、费用谈判和报告生成。 ",Financial Technology,Y,,,,,,,,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,Seed & Pre-Series A,Y,,,,,"Minority Stake,JV / Partnership,Mezzanine/ Debt financing","Common Shares,Preferred Shares,Equity-linked Securities",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjEzOTQ3NQ==
,Allied Sustainability and Environmental Consultants Group Limited,Allied Sustainability and Environmental Consultants Group Limited,Dennis Wu,Chief Executive Officer and Executive Director,,"Founded in 1994, Allied Environmental Consultants Limited is a Hong Kong based pioneer sustainability and environmental consulting firm, striving to provide one-stop on-demand services for our clients covering five business areas, including (a) Green and Healthy Building; (b) Acoustics, Audiovisual, Lighting and Theatre Planning; (c) Environmental Consultancy and Sustainable Design; (d) Green Finance, Sustainability Strategies and ESG; and (e) Smart and Green Internet of Things (IoT). Our holding company, Allied Sustainability and Environmental Consultants Group Limited (“AEC Group”; Stock Code: 8320), is the first listed sustainability and environmental consultancy service provider in Hong Kong.
Today, AEC Group is an award-winning sustainability and environmental consulting firm with an extensive portfolio spanning Hong Kong, mainland China and the Asia Pacific region. We strive to offer independent and professional advice to our clients, positively transform the environment and communities, and shape a sustainable future for the world. Our projects cover (i) residential buildings including public and private housings; (ii) commercial buildings including office buildings, plaza, data centre and mixed usage building; and (iii) public usage building and infrastructure including academic buildings, government complex, district cooling system, football pitch, public library, public transport interchange, hospital and swimming pool. Our clients include property developers and owners, government authorities and public bodies, architects and designers and contractors. We have established a stable and long-term relationship with our clients.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIwMQ==
,ALLNER,FASHION - ZA,Thilo Allner,Managing Director,China (Hong Kong),"ZA is not just a clothing brand — it’s a revolutionary approach to fashion that redefines how individuals connect with their style. Our vision combines bold aesthetics with a unique, experiential concept that has never been seen before in the market.",Consumer,,,,,Y,,,,,,Not Applicable,,,,,,,,,,,,,,,,JV / Partnership,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIxMA==
,Alpha AI,"Drone AI Building, Infrastructure Inspection and Patrol Service with Dock Station",Desmond Ho,CEO,China (Hong Kong),"Drone AI Building, Infrastructure Inspection and Patrol Service with Dock Station","Deep Technology,Infrastructure and Real Estate Services",,Y,,,,,,Y,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,Seed & Pre-Series A,Y,,,,,JV / Partnership,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIwOQ==
,Alphalion Technology Limited,"POST TRADE TRANSACTION PROCESSING, RISK MANAGEMENT AND CRM SYSTEMS FOR CAPITAL MARKETS PLAYERS INCLUDING SELL-SIDE BROKERS, BANKS, WEALTH MANAGERS, ETC",Anna Shen,Director of Sales and Marketing,China (Hong Kong),"POST TRADE TRANSACTION PROCESSING, RISK MANAGEMENT AND CRM SYSTEMS FOR CAPITAL MARKETS PLAYERS INCLUDING SELL-SIDE BROKERS, BANKS, WEALTH MANAGERS, ETC. MULTI-ASSET SUPPORT INCLUDING EQUITIES, FUTURES & OPTIONS, FOREX, CFD, FIXED INCOME, CRYPTOCURRENCIES",,,,,,,,,,,,,,,,,,,,,,,,,,,,Minority Stake,Common Shares,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIwOA==
,Ambit Asset Management,Ambit Asset Management,Dipti Mehta,Director - Offshore sales,,Ambit Asset Management  is an emerging Asset Management company managing close to $ 300 mn. we invest in single country Indian equities having strategies across 5 funds. We have outperformed our bench mark in 6 out of 7 years of investing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIwNQ==
,AML Holdings Ltd.,"JV, Strategic Alliances, Technology Licensing, M&A in Medical Device",Kin Lun Mok,Chairman,China (Hong Kong),"AML wants : 1. to Buy Technology Company or License in Medical Devices. 2. to Sell portfolio companies in Design and Pilot Manufacturing Service in HK and China. 3. to Sell portfolio companies in Mass Manufacturing Service in Thailand. 4. to Seek Strategic Alliance, Joint Venture or M&A deals as Design n Mfg Partner in Medical Devices.",Healthcare Technology,,,,Y,,,,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,"Series A,Series B",,Y,Y,,,"Licensing,Majority Stake,Minority Stake,JV / Partnership,Management Buyout/Buy-in","Common Shares,Preferred Shares",https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIwNg==
,Amplifair Ltd.,Unlocking profit opportunities with deep AI segmentation  |  使用深度人工智能分割解锁盈利机会,Bar Tsoury,CEO,United States,"amplifair offers a transformative AI-driven platform that revolutionizes risk modeling and underwriting for insurers. By employing deep AI segmentation techniques, amplifair pinpoints critical loss trends within claim data across P&C commercial and personal lines, as well as life and health insurance portfolios. This capability enables insurers to proactively address inefficiencies and align their strategies more closely with actual risk dynamics. The platform stands out for its ability to deliver actionable insights within just 48 hours, all while requiring no IT integration. Clients can easily feed data into the system through a straightforward CSV file upload, ensuring a seamless user experience. By analyzing anonymized data, amplifair exposes hidden segments that substantially affect insurers' profit and loss statements. These insights empower insurers to refine their policies effectively, leading to substantial improvements in their operational metrics. Insurers working with amplifair have consistently achieved improvements in their loss ratios, often exceeding 10 points.. amplifair 提供了一个改革性的人工智能驱动平台，彻底改变了保险公司的风险建模和承保。通过采用深度人工智能细分技术，amplifair 可以准确定位 P&C 商业和个人险以及人寿和健康保险组合索赔数据中的关键损失趋势。此功能使保险公司能够主动解决效率低下的问题，并使其策略与实际风险动态更加紧密地保持一致。 该平台的突出之处在于能够在短短 48 小时内提供可操作的见解，同时无需 IT 集成。客户可以透过上传CSV 文件将数据轻松输入系统，确保用户体验畅通无阻。通过分析匿名数据，amplifair 揭露了对保险公司损益产生重大影响的隐藏项目。这些见解使保险公司能够有效地改进其政策，从而大幅改善其运营指标。 与 amplifair 合作的保险公司的损失率一直在改善，通常超过 10 个百分点。 ",Financial Technology,Y,,,,,,,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,Seed & Pre-Series A,Y,,,,,,,https://www.affdeal-making.hk/marketplace/opportunities/UGFydGljaXBhdGlvbk9wcG9ydHVuaXR5OjE0MDIwNA==
